ACCT_NBR,CUST_ID,CANCEL_NO_CONTACT,IS_DIGITAL,ACCT_OPEN_DT,AUM_AMT,DATE_OF_BIRTH,YEARLYINCOMELEVEL,CNTY_CD,TXN_COUNT,TXN_AMT_SUM,TXN_AMT_MEAN,EB_CHECK_SUM,MB_CHECK_SUM,IP_RATE,UUID_RATE,VIRTUAL_ID,DRCR_OUT,DRCR_IN,TX_TIME,CHANNEL_CODE,TRN_CODE,Y
ACCT23401,ID22199,0,1,16248,54674,28,25.0,12.0,9,14723,1635.888888888889,0.0,0.6666666666666666,0.3333333333333333,0.0,9.0,7.0,2.0,4.0,16,47,0
ACCT23402,ID22200,0,1,17641,4499760,50,126.0,12.0,13,221920,17070.76923076923,0.0,2.4615384615384617,0.38461538461538464,0.0,4.0,8.0,5.0,1.0,18,15,0
ACCT23403,ID22201,0,1,17009,2515,23,25.0,12.0,1,1008,1008.0,0.0,1.0,0.0,0.0,1.0,1.0,,,17,30,0
ACCT23405,ID22203,0,0,18190,3628,21,25.0,6.0,18,65436,3635.3333333333335,0.0,0.2777777777777778,0.0,0.0,17.0,14.0,4.0,6.0,17,30,0
ACCT23406,ID22204,0,1,17642,56165,27,25.0,12.0,19,119363,6282.263157894737,0.0,3.210526315789474,0.0,0.05263157894736842,18.0,13.0,6.0,8.0,18,27,0
ACCT23408,ID22206,0,1,16115,785418,32,126.0,12.0,7,67527,9646.714285714286,0.0,3.4285714285714284,0.0,0.0,7.0,4.0,3.0,2.0,17,29,0
ACCT23411,ID22209,0,1,16346,347511,54,126.0,12.0,1,29937,29937.0,0.0,0.0,0.0,0.0,1.0,1.0,,,16,20,0
ACCT23412,ID22210,0,1,18010,350068,37,126.0,12.0,1,1556,1556.0,0.0,0.0,0.0,0.0,1.0,1.0,,,16,20,0
ACCT23413,ID22211,0,1,18012,157,24,25.0,12.0,16,5927,370.4375,0.0,0.0,0.0,0.0,16.0,10.0,6.0,3.0,19,15,0
ACCT23416,ID22214,0,1,17297,0,24,25.0,12.0,1,473,473.0,0.0,5.0,0.0,0.0,1.0,1.0,,,18,27,0
ACCT23417,ID22215,0,0,17554,35072,29,25.0,12.0,1,188,188.0,0.0,0.0,1.0,0.0,1.0,,1.0,,10,6,0
ACCT23418,ID22216,0,1,16346,13146,52,25.0,12.0,4,8597,2149.25,0.0,1.5,0.0,0.75,3.0,4.0,,,17,35,0
ACCT23419,ID22217,0,1,18015,42724,30,126.0,12.0,1,29,29.0,0.0,0.0,0.0,0.0,1.0,1.0,,,19,15,0
ACCT2342,ID2220,0,0,17844,3241,69,126.0,12.0,1,796,796.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,16,41,0
ACCT23422,ID22220,0,1,17726,122618,20,25.0,12.0,4,6297,1574.25,0.0,1.75,0.0,0.0,3.0,4.0,,,16,20,0
ACCT23423,ID22221,0,1,16000,123143,35,25.0,12.0,13,194644,14972.615384615385,0.0,3.0,0.07692307692307693,0.5384615384615384,11.0,6.0,7.0,,17,25,0
ACCT23424,ID22222,0,0,15856,1148,31,25.0,12.0,1,5018,5018.0,0.0,0.0,0.0,0.0,1.0,,1.0,,17,24,0
ACCT23425,ID22223,0,0,14942,2476633,82,25.0,12.0,1,689,689.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,10,6,0
ACCT23426,ID22224,0,1,17009,39905,31,126.0,12.0,23,115933,5040.565217391304,0.0,1.391304347826087,0.5652173913043478,0.0,22.0,10.0,13.0,,17,25,0
ACCT23427,ID22225,0,0,9815,4658902,58,350.0,12.0,2,2599,1299.5,0.0,0.5,0.0,0.0,2.0,1.0,1.0,1.0,10,6,0
ACCT23428,ID22226,0,1,16346,164814,28,25.0,12.0,2,18387,9193.5,0.0,0.0,0.0,0.0,2.0,1.0,1.0,,16,20,0
ACCT23429,ID22227,0,1,16248,6824,31,126.0,12.0,2,34440,17220.0,0.0,0.0,0.5,0.0,2.0,1.0,1.0,,16,20,0
ACCT2343,ID2221,0,1,16248,25311,33,25.0,12.0,1,18750,18750.0,0.0,3.0,1.0,0.0,1.0,1.0,,,18,27,0
ACCT23430,ID22228,0,0,16717,2470,24,25.0,12.0,25,147766,5910.64,0.0,0.4,0.72,0.0,22.0,19.0,6.0,10.0,16,47,0
ACCT23431,ID22229,0,1,17297,3823,25,126.0,12.0,4,36842,9210.5,0.0,0.0,0.0,0.0,4.0,2.0,2.0,2.0,16,11,0
ACCT23433,ID22231,0,0,10581,0,42,126.0,12.0,1,19,19.0,0.0,0.0,0.0,0.0,1.0,,1.0,,17,25,0
ACCT23434,ID22232,0,1,18012,1182,27,126.0,12.0,16,32967,2060.4375,0.0,0.5,0.0,0.0,16.0,16.0,,,19,15,0
ACCT23435,ID22233,0,1,16248,1487,25,25.0,12.0,15,8662,577.4666666666667,0.0,2.933333333333333,0.26666666666666666,0.0,10.0,10.0,5.0,1.0,17,15,0
ACCT23436,ID22234,0,0,14742,120169,34,,12.0,1,2,2.0,0.0,0.0,0.0,0.0,1.0,,1.0,,10,6,0
ACCT23438,ID22236,0,0,17078,51023,32,25.0,12.0,34,1949937,57351.08823529412,0.0,0.0,0.0,0.0,34.0,19.0,15.0,5.0,17,25,1
ACCT23439,ID22237,0,1,15658,305,36,750.0,12.0,77,299345,3887.5974025974024,0.0,8.545454545454545,0.6883116883116883,0.37662337662337664,77.0,49.0,28.0,21.0,18,27,0
ACCT2344,ID2222,0,0,8297,32449,54,,12.0,1,117,117.0,0.0,0.0,0.0,0.0,1.0,,1.0,,10,6,0
ACCT23440,ID22238,0,1,18142,257519,47,126.0,12.0,1,7166,7166.0,0.0,2.0,1.0,0.0,1.0,1.0,,,18,27,0
ACCT23441,ID22239,0,1,15792,495593,44,25.0,12.0,6,211694,35282.333333333336,0.0,1.3333333333333333,0.0,0.0,6.0,4.0,2.0,,18,27,0
ACCT23442,ID22240,0,0,15469,2216496,48,126.0,12.0,9,430477,47830.77777777778,0.0,1.0,0.0,0.0,9.0,5.0,4.0,3.0,15,27,0
ACCT23443,ID22241,0,0,15796,301376,36,350.0,12.0,38,2246986,59131.21052631579,0.0,4.052631578947368,0.6052631578947368,0.23684210526315788,16.0,26.0,12.0,2.0,19,15,0
ACCT23445,ID22243,0,1,16000,30606,36,25.0,12.0,2,45618,22809.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,,16,20,0
ACCT23446,ID22244,0,1,15355,1730686,33,126.0,12.0,6,36214,6035.666666666667,0.0,1.1666666666666667,0.3333333333333333,0.0,3.0,6.0,,,18,15,0
ACCT23448,ID22246,0,1,16762,71171,28,25.0,12.0,2,151977,75988.5,0.0,2.0,0.0,0.0,2.0,1.0,1.0,,16,20,0
ACCT23449,ID22247,1,0,16045,693,31,25.0,12.0,8,301003,37625.375,0.0,0.0,0.0,0.0,8.0,4.0,4.0,,17,25,1
ACCT2345,ID2223,0,0,14972,1033753,35,126.0,12.0,3,9947,3315.6666666666665,0.6666666666666666,1.3333333333333333,0.3333333333333333,0.0,3.0,2.0,1.0,,15,27,0
ACCT23451,ID22249,0,0,9720,4441825,42,126.0,12.0,12,279189,23265.75,0.0,0.16666666666666666,0.08333333333333333,0.0,10.0,7.0,5.0,1.0,17,30,0
ACCT23452,ID22250,0,0,15363,0,34,126.0,12.0,18,69221,3845.6111111111113,0.0,0.3333333333333333,0.0,0.1111111111111111,18.0,9.0,9.0,6.0,17,25,0
ACCT23453,ID22251,0,0,14840,2313659,68,126.0,12.0,13,329613,25354.846153846152,0.0,0.0,0.0,0.15384615384615385,13.0,5.0,8.0,12.0,13,42,0
ACCT23456,ID22254,0,1,18142,7883,28,126.0,12.0,1,194,194.0,0.0,0.0,0.0,0.0,1.0,1.0,,,16,20,0
ACCT23459,ID22257,0,1,17642,53,48,126.0,12.0,2,42126,21063.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,,16,20,0
ACCT2346,ID2224,0,0,15890,1857541,45,126.0,12.0,7,560199,80028.42857142857,0.0,0.5714285714285714,0.2857142857142857,0.42857142857142855,6.0,3.0,4.0,3.0,10,14,0
ACCT23460,ID22258,0,0,17303,116234,31,126.0,12.0,6,84143,14023.833333333334,0.0,3.1666666666666665,0.5,0.0,6.0,4.0,2.0,3.0,15,27,0
ACCT23461,ID22259,0,1,16762,101947,37,25.0,12.0,4,59189,14797.25,0.0,0.5,0.25,0.0,4.0,3.0,1.0,,18,27,0
ACCT23462,ID22260,0,1,17297,55054,31,25.0,12.0,6,9288,1548.0,0.0,1.5,0.0,0.0,6.0,3.0,3.0,,18,12,0
ACCT23463,ID22261,0,1,16525,601103,37,126.0,12.0,15,419003,27933.533333333333,0.0,2.2,0.4666666666666667,0.06666666666666667,14.0,14.0,1.0,,19,15,0
ACCT23465,ID22263,0,0,16087,25079,75,25.0,12.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,,10,6,0
ACCT23467,ID22265,0,1,16443,1117,43,126.0,12.0,2,1144,572.0,0.0,0.5,0.0,0.0,2.0,1.0,1.0,,16,20,0
ACCT23468,ID22266,0,1,17009,311520,42,126.0,12.0,1,5631,5631.0,0.0,3.0,0.0,0.0,1.0,,1.0,,17,25,0
ACCT23469,ID22267,0,0,17296,3651266,56,225.0,12.0,1,1991,1991.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,10,6,0
ACCT2347,ID2225,0,0,14557,1991052,71,,12.0,1,689,689.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,10,6,0
ACCT23470,ID22268,0,0,8397,31082,47,,12.0,9,3337191,370799.0,0.0,0.0,0.0,0.0,9.0,3.0,6.0,7.0,13,41,0
ACCT23471,ID22269,0,0,18159,24027,36,126.0,12.0,1,34,34.0,0.0,0.0,0.0,0.0,1.0,,1.0,,10,6,0
ACCT23472,ID22270,0,0,9654,649,53,,12.0,2,5517,2758.5,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,10,6,0
ACCT23473,ID22271,0,1,17778,26150,30,126.0,12.0,1,49995,49995.0,0.0,3.0,1.0,0.0,1.0,1.0,,,15,27,0
ACCT23474,ID22272,0,0,16394,94672,70,126.0,12.0,47,1718450,36562.765957446805,0.0,0.0,0.0,0.0,47.0,24.0,23.0,42.0,13,42,0
ACCT23476,ID22274,0,0,8902,1482724,63,126.0,12.0,11,188950,17177.272727272728,0.0,0.0,0.0,0.0,11.0,6.0,5.0,1.0,17,29,0
ACCT23477,ID22275,0,1,16762,13713,34,126.0,12.0,2,1996,998.0,0.0,2.0,0.0,0.0,1.0,2.0,,,18,15,0
ACCT23479,ID22277,0,1,16762,792,24,25.0,12.0,64,469796,7340.5625,0.0,1.78125,0.359375,0.1875,55.0,42.0,22.0,26.0,17,47,0
ACCT23480,ID22278,0,1,16248,24,34,25.0,12.0,2,542,271.0,0.0,0.0,0.0,0.0,,,2.0,,18,12,0
ACCT23481,ID22279,0,0,9121,2328247,85,25.0,12.0,1,30,30.0,0.0,0.0,0.0,0.0,1.0,,1.0,,10,6,0
ACCT23482,ID22280,0,1,18234,90217,53,25.0,12.0,1,29995,29995.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,11,12,0
ACCT23483,ID22281,0,1,17297,7197,48,25.0,12.0,19,14952,786.9473684210526,0.0,0.05263157894736842,0.05263157894736842,0.0,19.0,17.0,2.0,17.0,16,47,0
ACCT23484,ID22282,0,1,16762,358,29,25.0,12.0,3,159985,53328.333333333336,0.0,3.0,0.0,0.0,3.0,2.0,1.0,,18,27,0
ACCT23485,ID22283,0,1,18142,104167,28,126.0,12.0,1,3640,3640.0,0.0,0.0,0.0,0.0,1.0,1.0,,,16,20,0
ACCT23486,ID22284,0,1,16115,14412,39,25.0,12.0,3,3646,1215.3333333333333,0.0,1.3333333333333333,0.3333333333333333,0.0,3.0,2.0,1.0,,4,12,0
ACCT23487,ID22285,0,1,16115,9042,30,25.0,12.0,6,282133,47022.166666666664,0.0,1.8333333333333333,0.6666666666666666,0.0,6.0,1.0,5.0,,17,25,0
ACCT23488,ID22286,0,0,15979,717582,46,126.0,12.0,5,16649,3329.8,0.0,1.4,0.4,0.0,5.0,4.0,1.0,,15,15,0
ACCT23489,ID22287,0,1,16248,1368,38,126.0,12.0,3,18544,6181.333333333333,0.0,0.6666666666666666,0.0,0.0,3.0,1.0,2.0,,17,25,0
ACCT2349,ID2227,0,0,17550,531706,50,126.0,12.0,1,27,27.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,10,6,0
ACCT23490,ID22288,0,1,17297,84956,45,126.0,12.0,2,32321,16160.5,1.5,0.5,0.0,0.0,2.0,2.0,,,16,20,0
ACCT23491,ID22289,0,0,9675,10059593,59,126.0,12.0,8,163111,20388.875,0.0,0.125,0.0,0.0,8.0,4.0,4.0,2.0,16,42,0
ACCT23492,ID22290,0,0,18214,75,39,25.0,12.0,39,352697,9043.51282051282,0.0,3.3846153846153846,0.02564102564102564,0.6153846153846154,37.0,22.0,17.0,4.0,17,27,1
ACCT23495,ID22293,0,0,9483,547668,69,,12.0,2,202593,101296.5,0.0,0.0,0.0,0.0,2.0,1.0,1.0,,4,4,0
ACCT23497,ID22295,0,1,16346,421,28,25.0,12.0,16,28972,1810.75,0.0,4.625,0.0,0.0,16.0,9.0,7.0,5.0,16,47,0
ACCT23498,ID22296,0,1,16115,17144,42,25.0,12.0,1,2369,2369.0,0.0,0.0,0.0,0.0,1.0,1.0,,,16,20,0
ACCT23499,ID22297,0,0,9833,0,49,,12.0,4,12494,3123.5,0.0,0.0,0.0,0.0,4.0,2.0,2.0,,9,6,0
ACCT235,ID220,0,1,16443,950031,35,126.0,12.0,1,25517,25517.0,0.0,0.0,0.0,0.0,1.0,1.0,,,16,20,0
ACCT2350,ID2228,0,1,16115,191649,54,25.0,12.0,11,119844,10894.90909090909,0.0,2.0,0.5454545454545454,0.0,7.0,5.0,6.0,,18,27,0
ACCT23501,ID22299,0,1,16525,806424,34,25.0,12.0,23,346130,15049.130434782608,0.0,1.608695652173913,0.0,0.08695652173913043,20.0,6.0,17.0,3.0,17,25,0
ACCT23502,ID22300,0,1,16346,105462,28,25.0,12.0,14,131222,9373.0,0.0,4.071428571428571,0.0,0.5,13.0,10.0,4.0,5.0,18,27,0
ACCT23503,ID22301,0,0,15856,0,30,126.0,12.0,3,16818,5606.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,10,44,0
ACCT23504,ID22302,0,1,17778,6356,33,25.0,12.0,22,103930,4724.090909090909,0.0,2.4545454545454546,0.2727272727272727,0.22727272727272727,18.0,19.0,3.0,9.0,19,15,0
ACCT23505,ID22303,0,1,17778,108702,19,25.0,12.0,8,15706,1963.25,0.0,0.5,0.25,0.0,8.0,6.0,2.0,5.0,16,47,0
ACCT23506,ID22304,0,1,16660,159769,31,25.0,12.0,10,961198,96119.8,0.0,1.5,0.6,0.0,9.0,7.0,3.0,,4,15,0
ACCT23507,ID22305,0,1,16525,194,32,25.0,12.0,3,74192,24730.666666666668,0.0,4.0,0.0,0.0,3.0,2.0,1.0,,16,15,0
ACCT23508,ID22306,0,0,17274,64,46,126.0,12.0,1,65,65.0,0.0,0.0,0.0,0.0,1.0,,1.0,,10,6,0
ACCT23509,ID22307,0,1,15352,2636,35,25.0,12.0,29,116325,4011.206896551724,0.0,2.103448275862069,0.13793103448275862,0.3448275862068966,19.0,18.0,11.0,,18,15,0
ACCT2351,ID2229,0,0,16762,54,25,126.0,12.0,14,66575,4755.357142857143,0.0,1.6428571428571428,0.35714285714285715,0.7142857142857143,14.0,6.0,8.0,,15,25,0
ACCT23510,ID22308,0,1,17807,31657,22,25.0,12.0,63,515636,8184.6984126984125,0.0,3.9206349206349205,0.2222222222222222,0.6349206349206349,43.0,43.0,20.0,13.0,19,15,1
ACCT23511,ID22309,0,0,6619,163914,55,,12.0,4,14126,3531.5,0.0,0.0,0.0,0.0,4.0,1.0,3.0,1.0,16,6,0
ACCT23512,ID22310,0,1,16308,4991,42,25.0,12.0,1,1698,1698.0,0.0,0.0,0.0,0.0,1.0,1.0,,,16,20,0
ACCT23513,ID22311,0,1,16115,2345,34,126.0,12.0,7,21289,3041.285714285714,0.0,2.0,0.5714285714285714,0.0,2.0,3.0,4.0,,18,12,0
ACCT23514,ID22312,0,1,17726,321,19,25.0,12.0,83,41649,501.7951807228916,0.0,0.3253012048192771,0.03614457831325301,0.0,74.0,77.0,6.0,60.0,16,47,0
ACCT23515,ID22313,0,1,15790,12997,31,25.0,12.0,4,36324,9081.0,0.0,1.75,0.0,0.0,3.0,1.0,3.0,1.0,16,12,0
ACCT23516,ID22314,0,0,16734,914230,45,126.0,12.0,2,1107541,553770.5,0.0,0.0,0.0,0.0,2.0,1.0,1.0,,4,3,0
ACCT23517,ID22315,0,0,17507,1195544,36,126.0,12.0,1,1679,1679.0,0.0,0.0,0.0,0.0,1.0,,1.0,,10,6,0
ACCT2352,ID2230,1,0,15489,20363,29,25.0,12.0,1,74,74.0,0.0,0.0,0.0,0.0,1.0,,1.0,,10,6,0
ACCT23520,ID22318,0,1,18142,108576,24,25.0,12.0,5,50633,10126.6,0.0,4.0,0.6,0.0,5.0,2.0,3.0,3.0,18,12,0
ACCT23522,ID22320,0,0,8413,1058698,60,350.0,12.0,12,82712,6892.666666666667,0.0,0.0,0.3333333333333333,0.0,12.0,7.0,5.0,2.0,17,25,0
ACCT23523,ID22321,0,0,6978,11190,66,,12.0,3,177727,59242.333333333336,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,4,1,0
ACCT23524,ID22322,0,1,18234,10304,49,25.0,12.0,14,215558,15397.0,0.0,1.2142857142857142,0.21428571428571427,0.2857142857142857,14.0,10.0,4.0,4.0,17,29,0
ACCT23525,ID22323,0,0,8513,33072,95,,12.0,1,120,120.0,0.0,0.0,0.0,0.0,1.0,,1.0,,10,6,0
ACCT23527,ID22325,0,1,17725,4580,21,25.0,12.0,2,99,49.5,0.0,1.5,0.0,0.0,,1.0,1.0,,18,12,0
ACCT23528,ID22326,0,0,17382,130,30,126.0,12.0,44,190032,4318.909090909091,0.0,1.1363636363636365,0.09090909090909091,0.09090909090909091,34.0,29.0,15.0,4.0,17,12,0
ACCT23529,ID22327,0,1,18235,284,46,126.0,12.0,1,100,100.0,0.0,0.0,0.0,0.0,1.0,,1.0,,16,42,0
ACCT2353,ID2231,0,1,16346,376371,32,126.0,12.0,10,128053,12805.3,0.0,2.3,0.9,0.2,6.0,6.0,4.0,,18,27,0
ACCT23530,ID22328,0,0,18103,14114349,78,126.0,12.0,1,99,99.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,10,6,0
ACCT23531,ID22329,0,1,16115,180954,41,25.0,12.0,5,54483,10896.6,0.0,1.6,0.0,0.4,5.0,3.0,2.0,,17,27,0
ACCT23532,ID22330,0,1,17297,777554,40,25.0,12.0,12,259933,21661.083333333332,0.0,2.25,0.3333333333333333,0.0,12.0,9.0,3.0,1.0,15,27,0
ACCT23534,ID22332,0,1,18012,25527,41,126.0,12.0,2,351,175.5,0.0,0.0,0.0,0.0,2.0,2.0,,,19,15,0
ACCT23535,ID22333,0,1,17297,12,24,25.0,12.0,5,239,47.8,0.0,0.0,0.0,0.0,5.0,4.0,1.0,4.0,16,47,0
ACCT23536,ID22334,0,0,15876,39732,61,126.0,12.0,6,166310,27718.333333333332,0.0,0.0,0.0,0.0,6.0,3.0,3.0,3.0,10,44,0
ACCT23537,ID22335,0,1,18143,2078,37,126.0,12.0,8,13878,1734.75,0.0,3.5,0.5,0.125,4.0,8.0,,1.0,17,15,0
ACCT23538,ID22336,0,0,8104,20093,81,,12.0,1,73,73.0,0.0,0.0,0.0,0.0,1.0,,1.0,,10,6,0
ACCT23539,ID22337,0,1,16444,188058,35,25.0,12.0,12,188095,15674.583333333334,0.0,3.25,0.16666666666666666,0.25,12.0,9.0,3.0,,17,27,0
ACCT23540,ID22338,0,1,16763,574314,49,25.0,12.0,5,43952,8790.4,0.0,5.0,0.4,0.0,5.0,4.0,1.0,,18,27,0
ACCT23541,ID22339,1,0,8218,8066,55,,12.0,1,2018,2018.0,0.0,0.0,0.0,0.0,,,1.0,,17,26,0
ACCT23542,ID22340,0,1,16115,1672224,30,126.0,12.0,2,24606,12303.0,0.0,4.0,0.0,0.0,2.0,2.0,,,16,20,0
ACCT23544,ID22342,0,0,18159,12004,29,25.0,12.0,1,18,18.0,0.0,0.0,0.0,0.0,1.0,,1.0,,10,6,0
ACCT23545,ID22343,0,1,15657,2991,30,25.0,12.0,3,8841,2947.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,,16,20,0
ACCT23547,ID22345,0,0,8903,18349,26,25.0,12.0,1,77,77.0,0.0,0.0,0.0,0.0,1.0,,1.0,,10,6,0
ACCT23548,ID22346,0,0,9150,118490,63,25.0,12.0,1,432,432.0,0.0,0.0,0.0,0.0,1.0,,1.0,,10,6,0
ACCT23550,ID22348,0,0,15068,35543134,31,25.0,12.0,1,2795,2795.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,10,6,0
ACCT23551,ID22349,0,1,16762,26147,55,126.0,12.0,37,229495,6202.5675675675675,0.0,1.3243243243243243,0.0,0.10810810810810811,23.0,24.0,13.0,2.0,19,15,0
ACCT23554,ID22352,0,0,9966,40629,52,,12.0,26,56412,2169.6923076923076,0.0,0.038461538461538464,0.0,0.0,26.0,2.0,24.0,3.0,17,25,0
ACCT23555,ID22353,0,1,15656,0,46,25.0,12.0,7,34135,4876.428571428572,0.0,1.1428571428571428,0.0,0.0,7.0,4.0,3.0,,17,29,0
ACCT23556,ID22354,0,1,17781,1263,28,126.0,12.0,8,207452,25931.5,0.0,4.25,0.375,0.375,7.0,6.0,2.0,2.0,18,27,0
ACCT23557,ID22355,0,1,17778,12054,20,25.0,12.0,20,30963,1548.15,0.0,0.3,0.05,0.0,18.0,16.0,4.0,14.0,16,47,0
ACCT23559,ID22357,0,1,16444,49159,30,126.0,12.0,38,418437,11011.5,0.18421052631578946,2.4210526315789473,0.15789473684210525,0.10526315789473684,37.0,29.0,9.0,23.0,16,47,0
ACCT2356,ID2234,0,1,16525,39,34,25.0,12.0,2,6022,3011.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,,17,15,0
ACCT23561,ID22359,0,0,9120,77918,37,25.0,12.0,2,4404,2202.0,0.0,0.0,0.0,0.0,2.0,,2.0,1.0,10,6,0
ACCT23563,ID22361,0,1,16660,52992,28,25.0,12.0,4,485,121.25,0.0,0.0,0.25,0.0,3.0,3.0,1.0,2.0,16,47,0
ACCT23564,ID22362,0,1,16308,47439,26,25.0,12.0,11,105543,9594.818181818182,0.0,1.7272727272727273,0.6363636363636364,0.0,11.0,7.0,4.0,,19,12,0
ACCT23565,ID22363,0,0,16748,20043,35,25.0,12.0,6,40070,6678.333333333333,0.0,0.0,0.0,0.0,6.0,4.0,2.0,2.0,17,29,0
ACCT23568,ID22366,0,0,9031,2306946,36,126.0,12.0,6,321277,53546.166666666664,0.0,0.3333333333333333,0.0,0.16666666666666666,6.0,3.0,3.0,3.0,16,20,0
ACCT2357,ID2235,0,0,14721,288316,40,25.0,12.0,4,46993,11748.25,0.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,10,6,0
ACCT23570,ID22368,0,1,18235,99,25,25.0,12.0,1,100,100.0,0.0,0.0,0.0,0.0,1.0,,1.0,,16,42,0
ACCT23571,ID22369,0,0,15847,12559,27,25.0,12.0,11,73253,6659.363636363636,0.0,5.818181818181818,0.9090909090909091,0.09090909090909091,11.0,8.0,3.0,1.0,15,27,0
ACCT23572,ID22370,0,0,17206,61866,42,126.0,12.0,24,762600,31775.0,0.0,2.9166666666666665,0.4583333333333333,0.25,18.0,18.0,6.0,7.0,15,27,0
ACCT23574,ID22372,0,0,9820,22880,67,,12.0,2,3994,1997.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,10,6,0
ACCT23575,ID22373,0,1,16660,142959,34,126.0,12.0,4,18661,4665.25,0.0,0.5,0.5,0.0,4.0,2.0,2.0,,16,20,0
ACCT23576,ID22374,0,1,18012,203643,32,126.0,12.0,10,37893,3789.3,0.0,0.0,0.0,0.0,10.0,8.0,2.0,1.0,19,15,0
ACCT23577,ID22375,0,1,16443,2969,29,25.0,12.0,5,51970,10394.0,0.0,2.0,0.0,0.4,5.0,2.0,3.0,,17,25,0
ACCT23579,ID22377,0,1,18197,300,44,126.0,12.0,2,7548,3774.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,,15,15,0
ACCT2358,ID2236,0,1,16661,440007,46,350.0,12.0,13,179614,13816.461538461539,0.0,1.3076923076923077,0.3076923076923077,0.0,12.0,6.0,7.0,9.0,13,41,0
ACCT23581,ID22379,0,0,10375,465845,82,,12.0,2,5161,2580.5,0.0,0.0,0.0,0.0,2.0,1.0,1.0,,10,6,0
ACCT23582,ID22380,0,0,17161,2044502,31,126.0,12.0,17,318005,18706.176470588234,0.0,0.35294117647058826,0.0,0.0,14.0,9.0,8.0,2.0,17,25,0
ACCT23583,ID22381,0,1,17642,1518562,43,126.0,12.0,10,22285,2228.5,0.0,0.0,0.0,0.0,10.0,10.0,,9.0,16,20,0
ACCT23584,ID22382,0,1,17009,37850,54,25.0,12.0,1,20147,20147.0,0.0,1.0,0.0,0.0,1.0,1.0,,,16,20,0
ACCT23585,ID22383,0,0,16573,2726007,40,25.0,12.0,1,568,568.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,10,6,0
ACCT23586,ID22384,0,1,16248,483,33,126.0,12.0,3,3024,1008.0,0.0,1.0,0.3333333333333333,0.0,3.0,2.0,1.0,2.0,18,27,0
ACCT23587,ID22385,0,0,16758,659366,32,126.0,12.0,6,182756,30459.333333333332,0.0,2.3333333333333335,0.3333333333333333,0.0,6.0,4.0,2.0,1.0,15,27,0
ACCT23588,ID22386,0,1,17780,8946,26,350.0,12.0,2,55802,27901.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,,16,20,0
ACCT23589,ID22387,0,0,10512,112380,86,,12.0,1,2,2.0,0.0,0.0,0.0,0.0,1.0,,1.0,,10,6,0
ACCT2359,ID2237,0,1,16308,140,44,126.0,12.0,3,10720,3573.3333333333335,0.0,5.0,0.3333333333333333,0.6666666666666666,2.0,2.0,1.0,,18,12,0
ACCT23593,ID22391,0,1,15792,105,58,25.0,12.0,8,58750,7343.75,0.0,0.625,0.0,0.0,7.0,5.0,3.0,3.0,17,24,0
ACCT23595,ID22393,0,0,14559,4556792,60,126.0,12.0,1,1380,1380.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,10,6,0
ACCT23597,ID22395,0,1,18008,0,30,25.0,12.0,2,16871,8435.5,0.0,0.0,1.0,0.0,2.0,1.0,1.0,,16,20,0
ACCT23598,ID22396,0,1,17009,3766,25,25.0,12.0,4,51260,12815.0,0.0,0.75,0.0,0.0,4.0,3.0,1.0,,17,30,0
ACCT23599,ID22397,0,1,17641,42369,25,25.0,12.0,2,14706,7353.0,0.0,1.5,0.5,0.0,2.0,2.0,,,16,20,0
ACCT236,ID221,0,1,16346,5224,43,25.0,12.0,16,52942,3308.875,0.0,1.4375,0.0,0.0,11.0,5.0,11.0,,17,25,0
ACCT2360,ID2238,0,1,16762,8391,54,25.0,12.0,1,2018,2018.0,0.0,0.0,1.0,0.0,,1.0,,,19,15,0
ACCT23600,ID22398,0,0,8426,5525343,75,25.0,12.0,2,8796,4398.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,,10,6,0
ACCT23601,ID22399,0,1,17641,0,18,25.0,12.0,4,16480,4120.0,0.0,4.0,0.5,0.5,4.0,1.0,3.0,2.0,16,11,0
ACCT23602,ID22400,0,0,17095,4089309,66,126.0,12.0,1,2080,2080.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,10,6,0
